,Title,Published_date,Views,Likes,Comments,Month
758,Dhoni and co. give Monu Singh a hilarious cake facial,05-11-2020,39590422,1402013,4567,Nov
759,CSK Darbar - Frisbee Challenge! #Whistlepodu #Yellove,05-11-2020,299820,18435,495,Nov
760,Super Pullingo - Ft. Michael Hussey #Whistlepodu #Yellove,04-11-2020,54762,5124,165,Nov
761,Shane Watson relives his CSK memories | Thank You Watto Man,04-11-2020,500797,49486,2355,Nov
762,"Teamates - Ft. Vijay, Balaji, Ngidi & Jagadeesan #Whistlepodu #Yellove",03-11-2020,118713,9489,454,Nov
763,Shane Watson's farewell message to the Super Fans,03-11-2020,2247089,279783,14812,Nov
764,Super Pullingo - Ft. Ruturaj Gaikwad #Whistlepodu #Yellove,03-11-2020,90868,8281,289,Nov
765,Stephen Fleming addresses the press after CSK's last match in IPL 2020,02-11-2020,63644,4130,291,Nov
766,Stealing our hearts thrice in a row - Rocket Raja Ruturaj Gaikwad,02-11-2020,1045545,45859,816,Nov
767,CSK Players share their Dubai memories and favourite spots,02-11-2020,132136,14481,805,Nov
768,IPL 2020 Match 53: Post-match Scenes: CSK vs KXIP #Whistlepodu #Yellove,02-11-2020,222493,16760,793,Nov
769,IPL 2020 Match 53: Pre-match corner - CSK vs KXIP #Whistlepodu #Yellove,01-11-2020,91846,8280,574,Nov
770,Perfect Practice - Ft. Shane Watson #Whistlepodu #Yellove,01-11-2020,87513,8238,522,Nov
771,"No Matter What, We Shall Play On",31-10-2020,258016,28086,1611,Oct
772,"""Mixed reactions really, when you're out of the competition, you're not as nervous."" - Fleming",31-10-2020,43070,3897,288,Oct
773,Super Pullingo - Ft. Dwayne Bravo #Whistlepodu #Yellove,31-10-2020,76883,7931,342,Oct
774,Naanum Super Dhaan - Ft. Super Kids - Celebrate 'The Jaddu' Way! #Whistlepodu #Yellove,31-10-2020,91941,8947,231,Oct
775,Ruturaj Gaikwad Acceptance Speech - Man of the Match against KKR,30-10-2020,456953,26004,606,Oct
776,Dhoni gifts autographed jersey to Nitish Rana and Kuldeep Yadav,30-10-2020,1221287,58193,1609,Oct
777,The Super Kings ensure fitness is their top priority in Dubai,30-10-2020,118375,9108,666,Oct
778,IPL 2020 Match 49: Post-match Corner: CSK vs KKR #Whistlepodu #Yellove,30-10-2020,417967,27771,636,Oct
779,IPL 2020: Match 49: Pre-match corner: CSK vs KKR,29-10-2020,125929,10379,911,Oct
780,The Sam Curran Cuteness that has taken the Super Fans by storm,29-10-2020,1814938,88467,2425,Oct
781,Chennai Super Family! #Whistlepodu #Yellove,28-10-2020,160341,16775,875,Oct
782,A Glimpse of the Men in #Yellove in Dubai #VisitDubai #IPLDubai2020,28-10-2020,86251,8700,383,Oct
783,Perfect Practice - Ft. Ravindra Jadeja #Whistlepodu #Yellove,28-10-2020,124726,10319,439,Oct
784,Faf du Plessis at the Press Conference after RCB v CSK,27-10-2020,71947,7625,387,Oct
785,Super Pullingo - Ft. Mitchell Santner #Whistlepodu #Yellove,27-10-2020,48552,4993,209,Oct
786,Kings' Speech - Ft. Vijay & Ngidi #Whistlepodu #Yellove,27-10-2020,92152,7168,467,Oct
787,Dhoni's sweet reaction to the Dhoni-CSK themed house in Cuddalore,26-10-2020,3085242,211890,3505,Oct
788,Super Pullingo - Ft. Deepak Chahar #Whistlepodu #Yellove,26-10-2020,64781,6143,242,Oct
789,IPL 2020 Match 44: Post-match Corner: RCB vs CSK #Whistlepodu #Yellove,26-10-2020,315817,21455,720,Oct
790,Dhoni's heartwarming message to the fans,25-10-2020,2146621,191057,9883,Oct
791,IPL 2020: Match 44: Pre-match corner: RCB vs CSK #Whistlepodu #Yellove,25-10-2020,204570,17137,1236,Oct
792,IPL 2020 Match 41: Post-match Scenes: CSK vs MI #Whistlepodu #Yellove,24-10-2020,409618,19742,968,Oct
793,Super Birthday Karn Sharma,23-10-2020,50968,5721,932,Oct
794,IPL 2020: Match 41: Pre-match corner: CSK v MI #Whistlepodu #Yellove,23-10-2020,137737,12051,1585,Oct
795,Perfect Practice - Ft. Ambati Rayudu #Whistlepodu #Yellove,22-10-2020,101024,8582,908,Oct
796,Lockdown Learnings - Ft. Vijay & Santner #Whistlepodu #Yellove,22-10-2020,106685,8047,913,Oct
797,Bravo's parting message to fans,21-10-2020,493376,53335,2985,Oct
798,King's Speech - Ft. Deepak Chahar #Whistlepodu #Yellove,21-10-2020,123439,11155,935,Oct
799,Stephen Fleming at the press conference post CSK v RR,20-10-2020,72804,5458,764,Oct
800,Super Pullingo - Ft. Faf du Plessis #Whistlepodu #Yellove,20-10-2020,79735,8576,623,Oct
801,IPL 2020 Match 37: Post-match corner: CSK vs RR #Whistlepodu #Yellove,20-10-2020,167274,10781,1330,Oct
802,The Grind Never Stops,19-10-2020,116515,11922,1880,Oct
803,IPL 2020 Match 37: Pre-match corner: CSK v RR #Whistlepodu #Yellove,19-10-2020,149823,13287,1511,Oct
804,King's Speech - Ft. Shane Watson #Whistlepodu #Yellove,18-10-2020,104232,9446,871,Oct
805,IPL 2020 Match 34: Post-match corner: DC vs CSK #Whistlepodu #Yellove,18-10-2020,331256,20899,1402,Oct
806,Something we have missed terribly the last few weeks,17-10-2020,382604,31737,2389,Oct
807,IPL 2020 Match 34: Pre-match corner: DC v CSK #Yellove #Whistlepodu,17-10-2020,140138,11811,738,Oct
808,Dhool Birthday Bash for Shardul Thakur with CSK Mates,16-10-2020,363276,29098,1266,Oct
809,Super Pullingo - Ft. Shane Watson #Whistlepodu #Yellove,16-10-2020,142465,13892,607,Oct
810,Super Birthday Shardul 'Dhool' Thakur aka Mr. Google!,16-10-2020,140835,15176,1257,Oct
811,Perfect Practice - Ft. Josh Hazlewood #Whistlepodu #Yellove,15-10-2020,258520,17981,1002,Oct
812,King's Speech - Ft. Dwayne Bravo #Whistlepodu #Yellove,15-10-2020,188193,15986,856,Oct
813,Stephen Fleming at the press conference post SRH v CSK,14-10-2020,65756,6098,402,Oct
814,IPL 2020 Match 29: Post-match corner: SRH vs CSK #Whistlepodu #Yellove,14-10-2020,508344,33205,974,Oct
815,Whistle Podu Dance Tribute by Super Fans,13-10-2020,358141,38360,1681,Oct
816,IPL 2020 Match 29: Pre-match corner: SRH v CSK #Yellove #Whistlepodu,13-10-2020,199454,17317,1539,Oct
817,CSK's IPL campaign at the halfway mark,13-10-2020,327476,29694,2948,Oct
818,Super Pullingo - Ft. Ravindra Jadeja #Whistlepodu #Yellove,12-10-2020,213992,17026,1079,Oct
819,Stephen Fleming addresses the media after CSK v RCB,11-10-2020,119301,9270,1445,Oct
820,IPL 2020 Match 25: Post-match corner: CSK vs RCB #Whistlepodu #Yellove,11-10-2020,121670,9316,1208,Oct
821,Thala Thala Dhaan | L Balaji on MS Dhoni's game and CSK's campaign so far in IPL 2020,10-10-2020,299727,24926,2169,Oct
822,IPL 2020 Match 25: Pre-match corner: CSK vs RCB #Whistlepodu #Yellove,10-10-2020,149066,12623,1477,Oct
823,Net Bowlers of Chennai Super Kings share their experience.,10-10-2020,171368,12151,1179,Oct
824,Stephen Fleming address post KKR v CSK,09-10-2020,96594,8055,1138,Oct
825,Perfect Practice - Ft. Karn Sharma #Whistlepodu #Yellove,09-10-2020,168202,10193,1157,Oct
826,"""There's no sacrifice. You do whatever you've to do to try and achieve your dreams."" - Shane Watson",08-10-2020,232861,16955,1817,Oct
827,IPL 2020 Match 21: Post-match corner: KKR v CSK #Whistlepodu #Yellove,08-10-2020,119935,9135,1899,Oct
828,Happy Birthday Champion DJ Bravo,07-10-2020,425453,44261,3044,Oct
829,IPL 2020 Match 21: Pre-match corner: KKR v CSK #Whistlepodu #Yellove,07-10-2020,337313,25453,1612,Oct
830,CSK Darbar - Ft. Sai Kishore and Jagadeesan #Whistlepodu #Yellove,06-10-2020,428570,19149,953,Oct
831,Super Pullingo - Ft. Ambati Rayudu #Whistlepodu #Yellove,06-10-2020,228576,19128,651,Oct
832,Post Match Scenes - KXIP v CSK,05-10-2020,512353,33673,627,Oct
833,Stephen Fleming after CSK's win against Kings XI Punjab,05-10-2020,122556,9222,447,Oct
834,IPL 2020 Match 18: Post-match corner: KXIP v CSK #Whistlepodu #Yellove,05-10-2020,689959,41425,1348,Oct
835,The Twitter Super Family is 6 Million Strong! #WhistlePodu #Yellove 💛🦁,05-10-2020,553044,62687,1374,Oct
836,Sam Curran aka Chutti Kuzhandhai straight to the point,04-10-2020,918945,46308,1739,Oct
837,IPL 2020 Match 18: Pre-match corner: KXIP v CSK #Whistlepodu #Yellove,04-10-2020,261016,21034,1928,Oct
838,IPL 2020 Match 14: Post-match corner: CSK vs SRH #Whistlepodu #Yellove,03-10-2020,188596,12909,1758,Oct
839,Ambati Rayudu batting his hearts out in the nets,02-10-2020,211069,16215,1403,Oct
840,IPL 2020 Match 14: Pre-match corner: CSK vs SRH #Whistlepodu #Yellove🦁,02-10-2020,294607,23773,1714,Oct
841,Master Class - Ft. Bala & Sai - The Transformation #WhistlePodu #Yellove,01-10-2020,142343,9312,526,Oct
842,Eric Simons psyches Sai Kishore with his simple looking juggle act,01-10-2020,87752,7650,469,Oct
843,The Super Way - Ft. Greg - Dealing With Niggles #Whistlepodu #Yellove,30-09-2020,142333,8074,607,Sep
844,King's Speech - Ft. Shardul Thakur #Whistlepodu #Yellove,29-09-2020,186220,12627,835,Sep
845,Super Pullingo - Ft. Kedar Jadhav,28-09-2020,132750,8288,1015,Sep
846,Badrinath on IPL's first-ever hat-trick by his best friend,27-09-2020,49279,3228,224,Sep
847,With Yellove - Ft. Pavithra Malolan #Whistlepodu #Yellove,27-09-2020,51721,4920,388,Sep
848,IPL 2020 Match 7: Post-match corner: CSK vs DC #Whistlepodu #Yellove,26-09-2020,152728,10796,1189,Sep
849,Mr. Cricket is excited for our relentless kid Ruturaj Gaikwad!,25-09-2020,270205,15310,1534,Sep
850,IPL 2020 Match 7: Pre-match corner: CSK vs DC,25-09-2020,188796,15499,1011,Sep
851,Naanum Super Dhaan - Ft. Super Kids - Dhoni's special no-look run out #WhistlePodu #Yellove,24-09-2020,148473,8778,230,Sep
852,'Dhoni I love you...you're a beautiful man!' - A Kutty Chutti Special,24-09-2020,234060,26755,932,Sep
853,Happy Birthday to our shy-type Bahubali,23-09-2020,409249,36587,1369,Sep
854,'I wanna run around for the Chennai fans and that keeps me going.' - Imran Tahir,23-09-2020,131099,12708,844,Sep
855,IPL 2020 Match 4: Post-Match Corner: RR vs CSK,23-09-2020,125944,10452,996,Sep
856,Fafulous having a go at the Nets! #WhistlePodu #ThookuDurai,22-09-2020,139368,11929,776,Sep
857,IPL 2020 Match 4: Pre-Match Corner: RR vs CSK #WhistlePodu #Yellove,22-09-2020,423542,28968,1389,Sep
858,Chennai Super Shoot - Behind The Scenes,21-09-2020,1634839,58546,1297,Sep
859,Perfect Practice - Ft. Jagadeesan #WhistlePodu #Yellove,21-09-2020,234303,12463,581,Sep
860,Mrs. Janaki on Mumbai vs Chennai,20-09-2020,88970,8204,417,Sep
861,Sam Curran and Lungi Ngidi open up on the first game vs Mumbai Indians,20-09-2020,454528,32004,941,Sep
862,IPL 2020 Match 1: Post-Match Corner: MI vs CSK #Whistlepodu #Yellove,20-09-2020,365040,29285,1293,Sep
863,CSK Practice Ahead of Abu Dhabi Opener vs Mumbai Indians,19-09-2020,151275,12123,806,Sep
864,IPL 2020 Match 1: Pre-Match Corner: MI vs CSK #WhistlePodu #Yellove,19-09-2020,870721,47624,2154,Sep
865,CSK Fans across the world Whistle From Home,19-09-2020,196472,24839,1165,Sep
866,"""Hallo, Mrs Janaki here!"" Internet's beloved school teacher is our crazy super fan!",18-09-2020,207401,13942,723,Sep
867,Lockdown Learnings - Ft. Kedar Jadhav #WhistlePodu #Yellove,18-09-2020,128817,9482,554,Sep
868,'Dogs are the best that you can have' - Thala Dhoni shares a special message for all the dog lovers,17-09-2020,523631,61877,2528,Sep
869,Master Class - Ft. Bala & Sai - It's All in The Mind #WhistlePodu #Yellove,17-09-2020,214239,12998,547,Sep
870,The Super Way - Ft. Greg - Cheat Days in Training #WhistlePodu #Yellove,16-09-2020,377125,22589,839,Sep
871,Kings' Clash - CSK Intra-Squad Practice Match,15-09-2020,1202254,73950,3759,Sep
872,Dhoni and Watson - Class act from the timeless beauties. #WhistlePodu #Yellove,13-09-2020,1818708,154413,1851,Sep
873,Super Practice Match in UAE,11-09-2020,733610,34993,863,Sep
874,Planning is Everything - Vadivelu ft. Jagadeesan and Sai,11-09-2020,374549,14233,215,Sep
875,Deepak Chahar takes you through the CSK Practice Game,11-09-2020,245910,16643,506,Sep
876,'Keep believin' in yourself...' - M Vijay,11-09-2020,178055,12956,244,Sep
877,Thala Dhoni whacks a 6 and M Vijay is all praise,10-09-2020,573821,37486,981,Sep
878,Stephen Fleming on CSK Practice Game,10-09-2020,120464,9191,271,Sep
879,The Yellove Ensemble,10-09-2020,211660,17065,601,Sep
880,Walkie Talkie with Mike Hussey,09-09-2020,112446,9605,499,Sep
881,L Balaji all praise for the Chennai Boys,08-09-2020,182559,14172,391,Sep
882,Ravindra Jadeja about being back in yellove and how much he misses his horses,07-09-2020,243530,19719,600,Sep
883,The Super Kings Train in the UAE,07-09-2020,1301148,84837,3085,Sep
884,Fafulous 'running' commentary,06-09-2020,345640,27558,514,Sep
885,"""Thalaivan will definitely take care..."" A Message to the Super Fans from our Super Boss 🦁💛",06-09-2020,110481,11008,696,Sep
886,"Deepak Chahar thanks super fans for all the support, tells never miss 'Leg Day'",01-09-2020,307547,23836,990,Sep
887,Deepak Chahar talks to his dog like a human being 🐕💛,26-08-2020,832015,43566,826,Aug
888,Super Kings speak about the Chennai Super Camp at Chepauk - IPL 2020,26-08-2020,779622,41005,1230,Aug
889,Chinna Thala Raina in-room workout during Dubai Quarantine,24-08-2020,408152,21610,680,Aug
890,Watto Man with all the Yellove for the CSK Family,24-08-2020,227392,16504,569,Aug
891,The Super Kings express their love for Chennai aka Madras,23-08-2020,318030,25133,725,Aug
892,Chennai Super Practice Camp at Chepauk - IPL 2020,21-08-2020,1154701,78292,2772,Aug
893,Rahul Dravid on Suresh Raina's Retirement,18-08-2020,844516,46672,1260,Aug
894,The Legacy of Thala Dhoni,16-08-2020,414129,50038,1039,Aug
895,Dhoni and Raina finish off in style!,16-08-2020,1603396,95148,2318,Aug
896,Winner Winner Biriyani Dinner! MSD Thala & Cherry's PUBG Chronicles! #WhistlePodu #Yellove,07-08-2020,177197,13078,319,Aug
897,Super Birthday to Deepak 'Cherry' Chahar,07-08-2020,42103,3356,249,Aug
898,F.R.7.3.N.D.S - Thala Dhoni and Chinna Thala Raina,02-08-2020,487288,25585,513,Aug
899,'Looking forward to play the IPL for Chennai again!' - Suresh Raina,20-07-2020,60833,4205,175,Jul
900,"'If it's a catch that no one feels they can get to it, I wanna try and get to it!' - Faf du Plessis",13-07-2020,93316,4943,127,Jul
901,Dhooooni finishes off in style!,07-07-2020,287129,34627,384,Jul
902,Who is Thala Dhoni?,07-07-2020,581649,43666,787,Jul
903,Mahi Way - Mahi Ve - A tribute to Thala Dhoni,07-07-2020,1020682,99304,2390,Jul
904,Chennai Super Kings wish Thala MS Dhoni a Super Happy Birthday,06-07-2020,494550,55290,1644,Jul
905,"Helicopter 7 - A tribute by DJ Bravo to MS Dhoni, his brother from another mother",06-07-2020,716677,95815,2307,Jul
906,"""I've seen the world through Mahi"" - Sakshi Dhoni on their 10th Year Anniversary",04-07-2020,641270,21168,304,Jul
907,Harbhajan Singh's Kaala Chashma Bhangra rubs off on Champion Bravo,03-07-2020,41799,2731,74,Jul
908,"Super cute, super swag Whistle Podu video from a seven year old fan",29-06-2020,21693,2337,81,Jun
909,MS Dhoni Number 7 by DJ Bravo,29-06-2020,330170,33967,844,Jun
910,"Cricket and Rain go hand-in-hand in Kerala, God's Own Country",28-06-2020,13342,830,53,Jun
911,Happy Father's Day from the Daddies Army!,21-06-2020,790538,32585,330,Jun
912,'Raina forgets all parenting rules the moment he sees the kids sad!' - Priyanka Raina,18-06-2020,45380,1971,41,Jun
913,'Can you do a full twirl please?' Shane Watson's cutest shoot day,17-06-2020,1105906,35146,319,Jun
914,Mahi Maar Raha Hai - The Story of How the Moon Was Created,16-06-2020,47275,4334,173,Jun
915,How to stay motivated? The Lion's Way.,16-06-2020,19196,2217,96,Jun
916,Harbhajan Singh's daughter Hinaya aces an innovative indoor activity,14-06-2020,18951,1029,25,Jun
917,Stay Home Stay Fit,11-06-2020,19994,1447,58,Jun
918,Thala Dhoni drives around his latest beast - a tractor!,02-06-2020,411599,21927,370,Jun
919,'Lightning' Dhoni takes Ziva on a bike ride,02-06-2020,144695,9015,112,Jun
920,"""Mahi bhai said I've to hit each and every ball out of the park!"" - Piyush Chawla",01-06-2020,3543370,103464,1161,Jun
921,Sakshi on Dhoni's low-profile social media presence and their plan post lockdown,31-05-2020,429809,16567,295,May
922,Suresh Raina picks his Quarantine partners,29-05-2020,22474,1360,37,May
923,The Daddies Army's Ultimate Comeback,28-05-2020,2370258,104119,1738,May
924,The Kings of Good Times,24-05-2020,37187,2528,85,May
925,Bravo singing and dancing to Run D World in CSK Dressing Room,23-05-2020,69467,2775,52,May
926,"""I thought Shardul was a tail-ender and gonna get out after 1...but he batted even better than me!""",22-05-2020,142521,5570,116,May
927,62 for 6 and then...WHAT THE FAF!,22-05-2020,98771,8930,76,May
928,"""Nobody can swear at me in Tamil...I know everything about it!"" - Piyush Chawla",21-05-2020,32162,1268,39,May
929,"DJ Bravo playing with his son Dwade, don't miss the yellove fish",20-05-2020,20899,1156,28,May
930,"""I thought MSD would seal the deal and I wouldn't have to bat!"" - Mitchell Santner",20-05-2020,76045,3385,69,May
931,Chumma Kizhi ft. Thala,19-05-2020,209632,11664,157,May
932,Gracia Raina having a beach of a time,19-05-2020,49753,3819,31,May
933,M Vijay sings a Chandrababu Song,18-05-2020,18504,926,29,May
934,Harbhajan was always a Silambarasan!,17-05-2020,22024,1115,22,May
935,Ziva Dhoni on a bike as papa Dhoni makes a 'handy' cameo,16-05-2020,7554830,281991,487,May
936,"Super Birthday to Gracia Raina, the bundle of joy",15-05-2020,46462,2339,88,May
937,Raina and Rohit pick a combined CSK-MI team where the water boys and assistant coaches are legendary,14-05-2020,24077,1367,81,May
938,Bravo and Rayudu's legendary bromance is too good to be true,13-05-2020,1401984,44349,519,May
939,Watto Man on Neelambari's TV,12-05-2020,61611,6447,88,May
940,"Thala Dhoni is back in Yellove, dot!",11-05-2020,1367171,42254,2146,May
941,"Because in reality, the Lionesses hunt!",10-05-2020,90902,5700,60,May
942,"Let It Be, she's there to accept you as you are | Happy Mothers' Day",10-05-2020,151848,5580,100,May
943,"Cricket is 90% Mental, 10% Skill just like other sports and life in general",09-05-2020,7833,462,28,May
944,"In our Den, everyday is Kaarthigai - Like the Sky",09-05-2020,8030867,469791,1134,May
945,"""I'll give you anything you want in life, to not use this bat!"" - Dhoni to Hayden",08-05-2020,522084,9890,301,May
946,CSK Vibes Idhu - A Tamil Rap by Super Fans,07-05-2020,27292,2712,20,May
947,Episode #2 AnbuDen Lions ft. Albie Morkel,07-05-2020,10748,491,33,May
948,When Dhoni gave a tough fight to Parasakthi Express' running with Jr. Tahir himself,06-05-2020,191116,7244,236,May
949,Thala Dhoni's back...quite literally so!,05-05-2020,611694,19390,635,May
950,Sanju Samson's incredible dream come true ft. Dhoni,04-05-2020,1324958,70284,1481,May
951,The Other Side of Ambati Rayudu,03-05-2020,68369,2876,89,May
952,May Day Force Be With You Always,01-05-2020,36383,3144,74,May
953,Dhoni giving away mementoes to Chepauk groundstaff,01-05-2020,22262,1907,70,May
954,Harbhajan Singh and Rohit Sharma compare CSK and MI,30-04-2020,49256,2800,115,Apr
955,AnbuDen Lions ft. 'Parasakthi Express' Imran Tahir,29-04-2020,25786,1497,44,Apr
956,Badrinath and Balaji share their hilarious encounters with Muttiah Muralitharan,29-04-2020,32572,1229,21,Apr
957,Super Manager Russ picks his Top 3 Yellove Hustles,29-04-2020,6751,356,13,Apr
958,'I don't think you can get another team or environment like the Chennai Super Kings' - DJ Bravo,28-04-2020,24746,1416,49,Apr
959,Mike Hussey slept with a cricket bat when he was a kid,27-04-2020,15867,940,21,Apr
960,What if Vadivelu wanted to meet Thala Dhoni,26-04-2020,420424,12523,254,Apr
961,Mahi Bhai or Sallu Bhai? Kedar answers.,26-04-2020,122832,6007,140,Apr
962,AnbuDen Lions ft. S Badrinath & L Balaji,25-04-2020,29847,1266,32,Apr
963,Kapil Dev follows Sir Viv Richards' beardo and #Thala Dhoni's hairdo!,25-04-2020,1118575,57858,185,Apr
964,Amazing scrapbook on Indian Cricket,24-04-2020,14575,1113,62,Apr
965,"""We had some battles!"" - Shane Watson on Ambati Rayudu",24-04-2020,80815,3625,64,Apr
966,The Real Greatest of All Time,23-04-2020,230309,14512,504,Apr
967,"""You've never seen my anger till now beta!"" Dhoni to Kuldeep",23-04-2020,5979505,192967,1999,Apr
968,Faf du Plessis wonders which actor should play him in a movie,22-04-2020,84801,4303,137,Apr
969,CSK Physio Tommy Simsek's favourite yellove moments,21-04-2020,10682,767,26,Apr
970,Raina narrates FUNNY incident with Doug Bollinger,21-04-2020,48927,1924,58,Apr
971,Dhoni riding a bike around his house with Ziva during lockdown,20-04-2020,73418,6331,50,Apr
972,Bravo sings a song for Dhoni,20-04-2020,142588,16989,297,Apr
973,The incredible backstory behind Badrinath's Dharamshala Fifty,20-04-2020,8215,521,23,Apr
974,Yellove at First Sight,19-04-2020,27616,3082,72,Apr
975,L Balaji picks his favourite CSK moments,19-04-2020,11342,910,39,Apr
976,"""Amazing..to play with a guy like MS..."" Albie Morkel on Dhoni's Dharamshala innings",18-04-2020,72717,3036,113,Apr
977,Sam Curran learns Tamil...oh wait...looks like he already knows quite a bit,17-04-2020,1970012,96504,2453,Apr
978,Mike Hussey's favourite CSK Moments,17-04-2020,19709,1727,54,Apr
979,Shardul Thakur's truly heartwarming words on the IPL 2019 Final,16-04-2020,20788,1461,108,Apr
980,Shane Watson answers what's the one thing that's different in CSK compared to the other teams,16-04-2020,199272,7895,255,Apr
981,Faf du Plessis' favourite CSK moments,16-04-2020,72096,5699,129,Apr
982,Ziva wants to hug Papa Dhoni during the match,15-04-2020,231643,8693,74,Apr
983,"""They used to call me Poona (Mr. Cat Eyes)"" - Murali Vijay",15-04-2020,36436,1515,65,Apr
984,"Suresh Raina loves Munbe Vaa, sings Inkem Inkem and talks about his yellow Porsche",15-04-2020,111282,5564,123,Apr
985,Sam Curran plays table tennis with himself with both the hands,14-04-2020,654399,36907,664,Apr
986,'A bit of blood is not gonna stop me!' - Shane Watson,14-04-2020,112182,6888,246,Apr
987,Shardul Thakur is called Mr Google by his India teammates,13-04-2020,59235,2771,77,Apr
988,'Hayden's Mongoose innings is my all-time favourite!' - Suresh Raina,13-04-2020,52952,4579,37,Apr
989,'Dhoni's Dharamshala innings is my favourite!' - Matthew Hayden,13-04-2020,61543,3783,64,Apr
990,Gracia named Rio; CSK for Life! - Suresh Raina,12-04-2020,60220,4494,53,Apr
991,Suresh Raina cooking during lockdown,12-04-2020,60733,4035,49,Apr
992,Chennai Super Cubs Easter Egg Hunt,12-04-2020,57545,2956,53,Apr
993,Episode #1 - AnbuDen Lions featuring Deepak Chahar,11-04-2020,46828,2221,72,Apr
994,Albie Morkel finally opens up about those famous 28 off 7,10-04-2020,94080,4526,180,Apr
995,Faf du Plessis super work out during the lockdown,10-04-2020,31845,1516,60,Apr
996,Deepak Chahar and the gym competition in the Chahar Family,09-04-2020,18062,985,32,Apr
997,"Curd Rice, Pickle and Dal Fry are my favourite Chennai food! - Matthew Hayden",08-04-2020,14003,844,45,Apr
998,"""When I was in my mother's womb, I was in Chennai."" - Deepak Chahar",08-04-2020,43471,2424,53,Apr
999,"""Denzo understands everything"" - Deepak Chahar on his pet Labrador",07-04-2020,29887,1662,35,Apr
1000,Suresh Raina training with Gracia and kids,07-04-2020,19295,1186,48,Apr
1001,Mahi bhai has moved on from PUBG to COD now - Deepak Chahar,07-04-2020,297197,14514,305,Apr
1002,Suresh Raina playing cricket at home during lockdown,06-04-2020,1156726,40027,166,Apr
1003,CSK Practice Match at Chepauk 2020,05-04-2020,2160926,48701,760,Apr
1004,Mitchell Santner's mind-blowing Golf Trick Shots,04-04-2020,81120,7480,83,Apr
1005,CSK Fans win epic Trivia Battle against MI Fans,04-04-2020,12621,1077,47,Apr
1006,A musical piece on Dhoni and CSK by Super Fan Sarvajit,04-04-2020,29008,2690,43,Apr
1007,'MS is my favourite batting partner' - Virat Kohli,03-04-2020,117985,8917,131,Apr
1008,Chinna Thala Suresh Raina's 2011 World Cup Story,02-04-2020,15210,1698,62,Apr
1009,When Dwayne Bravo pranked Monu Singh,01-04-2020,485177,16606,170,Apr
1010,When two cricketers decided to check on each other during lockdown,29-03-2020,95657,4644,97,Mar
1011,Deepak Chahar's sweet message to fans during COVID lockdown,27-03-2020,51138,4840,85,Mar
1012,Dhoni whacking it out of Chepauk,26-03-2020,67296,6384,109,Mar
1013,Ambati Rayudu in sync with Symphony,25-03-2020,87110,4303,133,Mar
1014,Thala Dhoni playing Football at Chepauk,18-03-2020,220347,11719,191,Mar
1015,See you soon Den - Thala Dhoni signing off at Chepauk,14-03-2020,298799,17278,458,Mar
1016,CSK Players Celebrate Holi at Chepauk,11-03-2020,1554673,58043,970,Mar
1017,"On Holi, all you need is Yellove",10-03-2020,405028,19842,474,Mar
1018,"A Glimpse into the CSK Dressing Room, Team Bus and Team Hotel",08-03-2020,1196856,60989,1135,Mar
1019,The Super Training begins at AnbuDen with Thala Dhoni and Company,03-03-2020,699429,40837,1076,Mar
1020,Thala Dhoni and Chinna Thala Raina surprise meeting,03-03-2020,1132642,59434,999,Mar
1021,Thala Dhoni taking guard at AnbuDen!,02-03-2020,537490,26252,790,Mar
1022,Goosebumps guaranteed as Thala Dhoni lands in Chennai,01-03-2020,1595660,74737,1545,Mar
1023,A Chinna Chat with Chinna Thala - Suresh Raina at CSK camp,28-02-2020,266791,12914,314,Feb
1024,KM Asif's Valentine's Day wish ft. Ambati Rayudu,14-02-2020,57270,2899,65,Feb
1025,Chinna Thala Suresh Raina wishes a Happy Valentine's Day,14-02-2020,54821,4298,58,Feb
1026,"After a critical knee surgery, Chinna Thala Suresh Raina is back in the nets",30-01-2020,36925,2660,80,Jan
1027,Fans ask Dhoni to Whistle and his reaction is priceless,28-01-2020,230836,12505,124,Jan
1028,Golden Words from the Legend - Rahul Dravid Speech from JSK 2019-20,11-01-2020,84816,3879,86,Jan
1029,Junior Super Kings 2019 Grand Finale Highlights,10-01-2020,1682380,45068,634,Jan
1030,All-Time Best CSK XI picked by the Junior Super Kings,01-01-2020,26655,956,173,Jan
1031,Champions' Interview - Junior Super Kings 2019,31-12-2019,12196,464,9,Dec
1032,"Junior IPL is Possible: KS Viswanathan, CEO - Chennai Super Kings",31-12-2019,9479,363,13,Dec
1033,M Vijay meets S Badrinath in a Chennai Super Reunion,30-12-2019,468419,16892,373,Dec
1034,"Sri Ramakrishna MHSS, Coimbatore become the 2nd only district team to qualify for the Grand Finale",30-12-2019,13891,453,8,Dec
1035,Lady Andal after qualifying for JSK 2019 Grand Finale,30-12-2019,4500,141,5,Dec
1036,"Young coaches from Plato's Academy, Tirupur on their winning run",29-12-2019,7353,260,13,Dec
1037,"Vice President, Coimbatore Cricket Association talks about his team, Sri Ramakrishna MHSS",29-12-2019,5654,230,14,Dec
1038,Lady Andal coach on their JSK 2019 Campaign,29-12-2019,2535,65,5,Dec
1039,Vidya Mandir Coaches Ravichandran and Ganesh on their successful run,29-12-2019,3079,105,9,Dec
1040,Harjith gets a quickfire 102*,28-12-2019,13584,537,17,Dec
